85.63,101.38,154.81,99.654,62.412,157.55,135.13,155.96,74.549,155.82,106.33,121.83,168.23,115.78,74.626,157.05,162.57,78.635,156.26,100.17,118.42,102.44,164.68,72.334,161.36,152.94,72.424,161.52,106.84,91.6,105.62,150.6,165.15,95.506,79.408,157.09,144.62,171.6,72.504,156.22,105.34,158.1,72.848,147.6,104.11,80.772,105.09,165.67,97.936,79.117,155.67,141.52,157.98,73.642,164.4
131.7,123.71,79.332,122.99,78.471,71.735,80.905,62.11,98.965,59.412,119.85,122.7,77.853,117.05,72.694,80.655,74.236,90.257,81.077,123.5,133.64,128.99,73.462,98.358,62.437,64.737,106.48,56.038,112.69,121.23,116,77.542,80.025,125.62,71.135,79.471,76.193,75.272,102.54,67.519,111.46,63.567,115.07,67.092,124.59,116.8,134.8,84.733,127.1,74.508,89.911,89.593,82.778,79.606,78.851
54.195,71.081,115.47,59.868,30.861,109.49,112.54,113.26,30.133,117.24,43.406,72.11,118.27,64.192,29.335,120.46,114.27,28.969,114.71,39.707,62.994,48.385,110.8,27.244,101.68,104.84,23.114,102.5,60.855,35.445,72.292,107.73,110.71,39.766,32.28,109.11,112.28,119.8,30.931,118.61,63.125,117.03,35.474,117.73,66.561,40.275,60.034,115.37,51.009,40.664,107.55,120.66,115.94,39.004,120
83.648,103.85,142.88,100.48,56.392,141.01,124.7,144.73,62.307,143.66,86.988,96.941,148.11,102.77,61.163,145.88,153.96,63.727,142.91,84.042,105.88,97.767,149.56,55.773,146.29,137,59.555,143.12,92.404,83.709,106.18,141.97,157.74,91.238,67.719,155.38,142.57,149.25,64.938,149.65,98.738,143.57,72.681,137.9,95.572,78.741,103.14,147.31,87.915,66.233,144.67,138.88,149.39,55.889,147.79
119.19,119.16,96.177,121.75,49.713,96.403,84.818,79.81,83.593,77.763,119.05,123.83,93.04,125.22,63.109,91.179,89.272,77.996,92.023,106.95,104.29,126.06,85.941,77.322,82.236,73.868,82.908,78.572,100.8,111.78,115.89,90.763,94.837,127.79,60.526,95.052,73.491,80.015,91.975,82.282,100.63,68.812,108.24,68.59,109.37,116.99,111.46,102.63,123.5,55.581,100.28,91.212,88.92,69.424,94.02
93.713,94.932,109.06,88.679,43.47,121.8,110.87,104.78,47.211,112,87.266,84.875,118.2,92.493,31.433,121.65,114.48,57.881,115.5,77.585,86.174,80.265,109.41,45.717,116.82,101.86,56.174,100.18,76.44,80.555,89.662,113.62,121.02,89.137,43.043,123.86,112.84,122.56,54.21,116.09,65.249,106.23,55.177,106.95,83.134,78.146,93.477,123.89,90.122,48.479,127.33,122.41,127.27,41.978,128.9
136.25,131.62,78.208,128.57,86.48,73.451,73.521,82.727,110.97,73.422,132.07,140.67,82.897,129.61,79.891,87.577,83.744,102.76,82.366,136.68,135.62,134.45,77.758,105.08,69.009,75.843,133.61,61.631,133.18,142.18,134.59,79.188,84.988,134.42,90.964,78.711,76.963,81.556,131.17,79.273,130.66,74.844,136.74,70.832,139.05,138.35,138.14,90.304,137.9,105.78,86.808,78.152,88.814,108.01,80.45
167.62,159.49,123.91,160.22,102.69,111.2,96.649,112.37,141.8,107.12,179.01,175.71,127.01,169.49,116.74,117.26,121.52,142.25,109,179.18,176.99,164.53,105.95,152.87,98.246,111.88,166.14,104.33,150.37,173.31,170.3,107.92,123.83,166.37,122.61,113.44,99.018,116.82,160.89,108.4,159.69,117.01,178.06,99.026,165.86,165.95,170.25,132.39,168.55,134.11,110.43,99.794,117.07,131.8,115.51
124.97,125,138.84,131.04,56.81,138.15,115.91,133.67,94.279,129.19,127.32,132.12,156.38,141.12,70.8,151.03,139.4,88.407,137.47,109.98,120.15,116.09,143.92,75.237,145.02,137.58,89.568,139.24,110.18,106.43,118.53,143.61,156.2,128.9,70.642,152.54,129.48,148.44,79.765,150.33,108.45,140.26,96.579,138.22,99.168,106.01,110,163.95,121.12,66.894,155.77,134.7,153.28,64.157,143.66
104.35,116.49,151.06,112.33,51.134,140.79,124.88,136.87,75.295,130.26,93.938,113.87,152.6,106.34,49.712,147.93,136.48,66.639,145.47,107.62,106.15,107.61,136.81,74.477,136.08,128.04,86.637,120.29,103.74,118.02,124.83,134.17,150.23,125.28,60.62,142.14,129.53,139.69,83.277,131.41,107.48,124.46,91.173,125.05,118.82,112.04,123.2,152.28,121.37,64.909,150.54,137.47,147.37,71.601,146.22
91.648,91.698,137.23,99.392,44.85,129.19,123.73,134.66,59.886,129.83,81.976,97.53,135.07,96.44,46.884,144.39,132.27,61.914,134.32,95.75,96.67,91.519,134.62,55.938,130.28,129.42,72.335,119.2,85.956,97.24,93.529,130.94,142.43,102.42,52.677,144.16,122.9,141.71,68.763,127.39,80.133,129.2,64.084,124.06,87.827,76.805,92.943,136.85,84.248,51.644,141.72,131.96,135.4,60.783,138.99
87.384,95.525,112.99,103.61,36.494,114.33,105.52,94.954,50.064,91.157,86.095,99.571,112.65,116.74,43.352,99.44,103.84,65.228,92.831,100.99,109.6,107.3,96.147,55.115,94.044,80.823,66.43,89.74,89.442,102.04,98.959,101.46,107.69,111.63,47.779,109.09,99.261,89.781,63.644,91.371,83.593,88.742,89.136,80.597,97.91,106.94,108.52,121.45,117.45,44.37,120.66,102.77,107.42,49.947,112.97
132.32,142.63,79.897,135.89,97.007,82.776,85.058,93.243,124.35,73.236,148.39,134.09,98.663,142.55,104.32,94.837,88.065,123.93,79.244,135.39,144.71,137.32,88.391,100.64,93.382,87.085,128.17,84.178,120.61,136.59,136.86,103.14,106.78,148.6,86.679,107.87,94.707,109.22,111.91,91.448,115.02,91.769,123.89,82.983,131.96,141.44,136.8,113.29,142.14,79.261,116.82,102.67,103.67,86.874,109.13
107.07,115.16,137.68,122.06,55.393,138.01,119.71,126.59,72.686,127.27,110.68,118.17,144.06,124.18,58.15,141.11,135.47,76.78,134.89,114.51,122.44,121.14,119.47,66.234,115.84,108.58,90.389,105.89,107.53,115.64,121.86,126.46,138.25,143.79,67.359,132.78,115.34,122.87,88.891,115.75,101.12,115.31,99.138,108.38,113.35,120.43,126.12,135.16,131.62,64.868,140.26,120.36,131.08,70.896,135.72
70.554,86.986,120.61,86.535,38.341,124.64,114.17,114.56,45.012,118.44,68.226,87.666,127.24,89.293,42.881,126.29,121.93,47.399,120.18,85.262,97.848,90.229,110.52,55.844,109.97,101.99,62.54,98.37,84.722,92.496,94.716,106.11,125.35,104.65,50.721,112.75,112.19,109.3,57.802,109.03,80.238,102.38,71.362,94.706,81.092,82.469,100.68,124.56,98.991,45.519,122.47,116.37,118.63,44.176,124.24
111.27,104.67,128.78,121.95,61.498,131.83,114.36,118.39,66.822,120.49,111.23,123.05,128.77,131.98,62.686,127.29,121.61,78.852,120.8,129.68,128.32,130.56,116.63,83.372,111.21,106.09,96.819,98.305,111.79,134.84,125.01,111.79,126.35,135.21,63.186,125.38,105.71,111.53,90.701,108.62,102.32,96.15,103.89,97.489,110.99,121.64,118.14,132.67,131.16,61.095,138.06,109.53,121.47,61.249,122.68
73.405,85.652,106.36,76.544,16.919,111.02,107.5,109.37,30.894,102.62,55.316,78.383,107.19,66.363,19.104,106.21,97.864,41.041,105.94,74.256,87.521,74.568,101.35,35.689,100.68,88.771,40.015,93.81,66.371,63.457,85.147,112.09,109.11,76.971,26.499,117.96,110.93,102.81,34.404,107.44,66.293,95.778,41.507,94.627,81.352,60.29,81.175,114.92,75.559,30.404,121.08,112.5,113.1,29.828,110.21
76.44,90.025,155.01,111.83,61.313,146.78,126.38,142.85,58.901,145.45,97.812,106.64,152.54,106.02,56.814,157.28,149.23,66.659,147.73,103.81,104.75,101.56,147.81,53.981,140.87,140.09,71.205,131.36,93.156,85.667,97.707,134.46,150.18,106.76,67.109,146.34,134.22,151.76,60.397,150.63,96.888,142.01,77.485,140.39,98.301,84.705,104.71,145.21,96.335,69.198,148.83,139.49,155.7,58.255,146.26
123.47,127.09,93.089,120.69,53.087,95.779,84.775,80.293,82.541,77.196,116.66,107.87,100.84,126.96,53.196,95.908,93.334,72.849,88.649,107.64,108.6,115.17,97.621,61.736,94.256,77.495,82.64,75.044,104.91,105.69,111.72,101.39,102,110.12,43.448,122.9,104.19,100.31,70.31,98.213,90.409,87.21,97.908,79.989,102.58,108.49,101.65,121.6,117.31,45.564,120.9,109.62,113.47,51.419,111.07
